"","hh_income","years_of_schooling","region","treatment"
"81",26050.8280392197,14.0549334002751,"1","0"
"82",21031.6857501281,10.3142153386552,"1","0"
"83",20353.7609166383,9.62493370420121,"1","0"
"84",19516.4138498436,11.3376679300244,"1","1"
"85",15222.6844193579,9.511373082502,"1","1"
"86",22447.9875921615,10.7236709620073,"1","0"
"87",19131.4406170139,11.4677445051116,"1","1"
"88",19268.9731746723,11.1069536522213,"1","1"
"89",23733.3853142846,11.0776381798846,"1","0"
"90",23287.092442033,12.7539379875827,"1","0"
"91",25568.4655037371,12.2833005999994,"1","0"
"92",18095.3043077813,11.2160809123978,"1","1"
"93",22601.3942429052,11.0536434490099,"1","0"
"94",25564.44182556,12.4976588106154,"1","0"
"95",15556.8444822084,9.80420895917686,"1","1"
"96",16556.8296524886,10.5142793804409,"1","1"
"97",15473.0452765849,10.5789675406239,"1","1"
"98",14163.1440019904,8.99915059614798,"1","1"
"99",20319.9302129646,9.99504197464873,"1","0"
"100",22612.8173585968,13.7149176945634,"1","0"
"101",24803.861502394,12.3617639322081,"1","0"
"102",24179.0043486709,11.6756557500541,"1","0"
"103",15987.1654126406,9.4164722204276,"1","1"
"104",27393.927606691,14.4535780731991,"1","0"
"105",17332.9063649687,11.1795852590342,"1","1"
"106",20422.0552498243,10.5151827468185,"1","0"
"107",18310.9764725246,11.2020854430894,"1","1"
"108",19510.5993121801,11.3244887775212,"1","1"
"109",20752.772138006,11.3102271981066,"1","0"
"110",20476.643831988,10.963182881043,"1","0"
"111",19899.6297965304,11.6729896448097,"1","1"
"112",20432.2909117681,10.745548962784,"1","0"
"113",18058.2590566133,11.5031906507847,"1","1"
"114",17983.1314772484,11.9460878199679,"1","1"
"115",13355.6036803408,8.35694516782669,"1","1"
"116",18470.6650925047,10.4494834574319,"1","1"
"117",17949.3989684888,11.7257682654812,"1","1"
"118",30807.5640013792,16.1079445305263,"1","0"
"119",14551.5350752411,9.40463547445255,"1","1"
"120",20549.0248742344,11.6374824985284,"1","0"
"121",14025.4997307348,7.48064126950486,"1","1"
"122",14118.2570342528,9.98805959695433,"1","1"
"123",20498.809544788,11.3396164902227,"1","0"
"124",16013.4434604639,9.4379480893257,"1","1"
"125",19992.7095427812,12.1192788839973,"1","1"
"126",18286.9644742967,10.7104293111191,"1","1"
"127",17545.313574202,10.3481165624042,"1","1"
"128",11901.2886183236,7.81380753498112,"1","1"
"129",15101.0081985601,8.57105333225219,"1","1"
"130",20718.0657644718,10.1982083828042,"1","0"
"131",22270.4823776941,11.1997892919472,"1","0"
"132",18028.4905857861,11.035472811355,"1","1"
"133",20000.2515362614,10.0610059528541,"1","0"
"134",24491.5585735199,14.0556582914962,"1","0"
"135",25759.4229719048,13.1301482243649,"1","0"
"136",15611.5449263767,8.97136254150742,"1","1"
"137",19530.7217589993,12.6922824863691,"1","1"
"138",24805.9936036788,13.2283809600913,"1","0"
"139",18121.0816777348,11.3657643730773,"1","1"
"140",19790.122060244,12.6867372430182,"1","1"
"141",19655.5708070516,10.9573418001396,"1","1"
"142",16449.2839283743,11.0153032356659,"1","1"
"143",18221.263980461,11.6068358959273,"1","1"
"144",19882.220483647,13.0397121460228,"1","1"
"145",18344.5246037683,10.8177031982366,"1","1"
"146",24453.5440934728,11.1493626366427,"1","0"
"147",18076.0286333841,10.7458225006536,"1","1"
"148",18267.3238695971,10.5166544832728,"1","1"
"149",22787.4503062084,13.5050456836557,"1","0"
"150",15774.5263473164,9.38537352696119,"1","1"
"151",19837.2060993951,12.05267157369,"1","1"
"152",13793.8207106096,9.37790617424354,"1","1"
"153",24668.6781969427,13.3436520999717,"1","0"
"154",18905.4171945037,12.2087725211618,"1","1"
"155",18128.618701311,13.3415546025966,"1","1"
"156",15046.9906880551,9.41326409019126,"1","1"
"157",19968.9518648907,13.8772791599524,"1","1"
"158",16798.8712881934,10.5653393588354,"1","1"
"159",17866.0306801983,9.81535075846491,"1","1"
"160",25150.7009823384,11.2635909703333,"1","0"
"161",19297.8965190315,12.4315209914235,"1","1"
"162",15712.8704633973,8.86583510751174,"1","1"
"163",20652.8275298695,10.3494112747034,"1","0"
"164",18549.0463374882,12.8965571632147,"1","1"
"165",22360.0541919494,11.6641194482467,"1","0"
"166",25729.687710924,13.2495959964761,"1","0"
"167",16029.229955562,8.30023719636337,"1","1"
"168",21818.6011903211,10.3755752733002,"1","0"
"169",20339.5922347139,9.64800464559682,"1","0"
"170",23582.2623290582,12.7123157924364,"1","0"
"171",19080.8874442149,12.1610898242708,"1","1"
"172",23346.4762738425,12.0032592354478,"1","0"
"173",13019.7765546532,8.17506823099517,"1","1"
"174",26757.8356852535,13.8992239560176,"1","0"
"175",23459.1119140743,12.0874085987354,"1","0"
"176",19396.896044457,12.181823850695,"1","1"
"177",14203.9714794433,9.1261973676981,"1","1"
"178",22572.0348001679,13.0363063617687,"1","0"
"179",21932.7754552591,10.1894228051869,"1","0"
"180",19974.5774943144,13.5269755373816,"1","1"
"181",20605.8235714497,10.8406557720624,"1","0"
"182",17663.5641186008,9.61958095353581,"1","1"
"183",21475.226930521,10.59532901142,"1","0"
"184",21178.6173588781,10.1210993464732,"1","0"
"185",18882.9625066297,10.8747068581307,"1","1"
"186",14655.0533804274,7.77090269344312,"1","1"
"187",22802.9952737601,11.2406370574265,"1","0"
"188",22216.7864890961,10.9246153260687,"1","0"
"189",16654.7736287943,10.0019780421552,"1","1"
"190",13621.647351975,6.7036870220563,"1","1"
"191",20819.8343223505,10.7831099237702,"1","0"
"192",18619.6480881084,12.0928327457387,"1","1"
"193",21010.4468134578,11.1902568283326,"1","0"
"194",14823.9901380618,9.77279639564352,"1","1"
"195",16163.3182224785,10.1297690720866,"1","1"
"196",24343.0994147196,13.8530978028985,"1","0"
"197",21615.0996188629,10.1872073386062,"1","0"
"198",22345.9501468772,10.3504548735601,"1","0"
"199",27260.9137846158,14.7493506014059,"1","0"
"200",20515.2857144095,10.5936058552209,"1","0"
"201",11996.283049074,6.78225087303157,"1","1"
"202",21335.1087897343,10.7678457414408,"1","0"
"203",24685.3005094352,13.1041128409339,"1","0"
"204",28238.1569691972,15.4086822237154,"1","0"
"205",14492.5536070379,9.65544342158488,"1","1"
"206",15396.5777374916,10.2595057177037,"1","1"
"207",17176.7144209595,8.59319132097131,"1","1"
"208",15783.7768716912,11.1514036711545,"1","1"
"209",17417.02510743,11.1127232761956,"1","1"
"210",19258.488129294,11.4043225412963,"1","1"
"211",15195.1117970401,8.45178809856235,"1","1"
"212",28147.8886679326,15.7992954483271,"1","0"
"213",20431.0989795422,10.4483128600427,"1","0"
"214",19663.5675979777,13.0091225151886,"1","1"
"215",21982.4785664184,11.0898822385588,"1","0"
"216",20149.6607444719,9.80369528875977,"1","0"
"217",19471.6478521764,13.8470854927231,"1","1"
"218",25907.1496942084,11.8951985774161,"1","0"
"219",19131.8791596316,12.116454790036,"1","1"
"220",14865.5911836311,9.4812036199209,"1","1"
"221",21542.6715617736,11.2303005337704,"1","0"
"222",18593.9485058836,11.9222755512852,"1","1"
"223",17912.8156265749,10.8163300911868,"1","1"
"224",15727.4751972513,10.6549583077082,"1","1"
"225",21713.4636130668,8.95413696470937,"1","0"
"226",19303.927062292,11.2389920214691,"1","1"
"227",22062.6709145921,11.0909734990229,"1","0"
"228",19062.5388907763,11.8865325037508,"1","1"
"229",17365.9862967129,11.0405479257481,"1","1"
"230",25000.9464163149,13.5697337576567,"1","0"
"231",18912.9451395544,10.4201040335027,"1","1"
"232",23791.8079835008,12.2771705276987,"1","0"
"233",15193.6702795642,9.79802228556527,"1","1"
"234",18135.535614498,12.271129470475,"1","1"
"235",18922.5944193873,11.5727320378046,"1","1"
"236",18436.1383674766,12.6807146561967,"1","1"
"237",25394.8280479669,13.0429814859983,"1","0"
"238",19908.9411948063,12.2331686528205,"1","1"
"239",20976.9034044138,10.6478453122855,"1","0"
"240",16230.5131685443,9.59340759308282,"1","1"
"241",17083.1308939617,11.120544600751,"1","1"
"242",23992.2756342194,11.2740934813919,"1","0"
"243",25033.9266583822,13.0473608491181,"1","0"
"244",24995.4547552404,12.5740623130311,"1","0"
"245",14477.4518018987,8.47587799059279,"1","1"
"246",28199.8427745456,16.0432371139859,"1","0"
"247",24067.4913191982,13.3276332057315,"1","0"
"248",19893.130143447,13.5780506906217,"1","1"
"249",22814.431115193,11.4391942989718,"1","0"
"250",16114.4590833925,9.96146022743554,"1","1"
"251",15615.3750337646,8.35169752356907,"1","1"
"252",20196.2018037504,9.71356939645882,"1","0"
"253",15206.0165737689,10.8249245050677,"1","1"
"254",20760.075994239,10.0378719238825,"1","0"
"255",25190.8235984187,12.1728411436333,"1","0"
"256",15864.505108141,9.81516362884285,"1","1"
"257",17046.2369831477,11.5339233974776,"1","1"
"258",20186.2557578035,8.73489065171337,"1","0"
"259",15929.6155206956,9.61222108391732,"1","1"
"260",18466.8641604549,11.7696889116075,"1","1"
"261",23491.0216466856,13.743385388555,"1","0"
"262",23878.1800558805,11.8106601228336,"1","0"
"263",21535.3866601084,12.1261834455096,"1","0"
"264",12593.7773477301,7.40841929892586,"1","1"
"265",19784.0130526953,11.3496468625595,"1","1"
"266",24259.0928573531,11.6164417268188,"1","0"
"267",23252.7801496464,11.7485081395591,"1","0"
"268",19236.7341035829,11.841334033277,"1","1"
"269",9200.28076574519,5.4066904026547,"1","1"
"270",20243.8665552045,10.9311563918936,"1","0"
"271",22295.0067899343,11.4922470557159,"1","0"
"272",20183.2143189004,9.93754828306861,"1","0"
"273",20629.6501607035,9.80448089590733,"1","0"
"274",21726.2614914751,9.91049333455024,"1","0"
"275",18413.8010557992,9.74179881499677,"1","1"
"276",25239.9129030062,13.3617570696594,"1","0"
"277",21881.5735994958,11.0981566965298,"1","0"
"278",15029.3189177016,10.387898176572,"1","1"
"279",25526.3018255421,13.6083484509957,"1","0"
"280",24817.8357480393,13.587065405145,"1","0"
"281",23296.2958547275,11.9943974690452,"1","0"
"282",13349.4823912576,7.55749287071528,"1","1"
"283",17722.7746255781,11.1644696524983,"1","1"
"284",22542.0552691581,11.7717187986457,"1","0"
"285",20174.8880303114,9.34868360067054,"1","0"
"286",21392.0492146452,10.7490995226842,"1","0"
"287",29838.3741954817,17.8291146461971,"1","0"
"288",16726.4787024013,9.38386493583995,"1","1"
"289",11547.1995402835,8.32919901999016,"1","1"
"290",21094.7810897217,10.4009244723733,"1","0"
"291",17249.6126350264,11.8531581524087,"1","1"
"292",21784.1642118475,10.3192814533102,"1","0"
"293",16750.4611048376,10.2725176719402,"1","1"
"294",28848.2219213405,15.7407129522483,"1","0"
"295",19505.1761136903,11.9327066574934,"1","1"
"296",18090.6579758798,11.6946824404035,"1","1"
"297",19334.9540340536,11.783149815086,"1","1"
"298",23450.2535345057,13.0698647385395,"1","0"
"299",20389.3619408113,10.2923699670015,"1","0"
"300",13497.5330431548,8.89063257185221,"1","1"
"301",19981.5169286942,11.3443848374909,"1","1"
"302",23040.9686706482,11.2524260856463,"1","0"
"303",20155.9636514903,10.9074221413826,"1","0"
"304",22940.2885664578,12.1621598664882,"1","0"
"305",19414.1094920045,11.8573960201642,"1","1"
"306",19768.4506584749,12.0981495361554,"1","1"
"307",21929.4778644181,11.734772352406,"1","0"
"308",23971.7745471029,12.1964530042682,"1","0"
"309",15014.4180078718,9.31824764139637,"1","1"
"310",19866.0499006176,10.8947322886026,"1","1"
"311",19716.151275,13.6136020475323,"1","1"
"312",16964.3173850762,11.0884197759997,"1","1"
"313",15862.5625562434,10.4636864253467,"1","1"
"314",17477.0721841167,9.20857181412754,"1","1"
"315",22347.230880052,11.3498557580399,"1","0"
"316",18334.7093752654,10.9674939453046,"1","1"
"317",16860.4487619787,9.26332145798707,"1","1"
"318",20653.6652779444,10.916701296364,"1","0"
"319",15053.1430595626,10.2949897511237,"1","1"
"320",24183.4951049467,12.0538533180508,"1","0"
"321",18061.6183351252,10.9468821251517,"1","1"
"322",20756.5152467227,11.798834342812,"1","0"
"323",20204.0253262999,8.68727798162405,"1","0"
"324",19999.0373244542,12.9414973562715,"1","1"
"325",27237.5281697715,14.1816637246766,"1","0"
"326",16698.6881715602,10.2002247992273,"1","1"
"327",24581.8818089119,12.2553451432549,"1","0"
"328",20126.292750213,10.8949397333997,"1","0"
"329",16659.1767787731,9.34409717867126,"1","1"
"330",19724.945403934,12.9520354823911,"1","1"
"331",22987.0867480499,12.9439546861955,"1","0"
"332",18297.9250624216,9.93149686947915,"1","1"
"333",16911.6710592262,9.49998054436847,"1","1"
"334",20611.0564269916,10.7776958313499,"1","0"
"335",23954.3873807152,11.5743868831323,"1","0"
"336",19706.1666613113,11.5807196467681,"1","1"
"337",14451.893785761,8.54373790381223,"1","1"
"338",14773.2963824985,8.82480395750723,"1","1"
"339",16926.4186996882,11.0138675513207,"1","1"
"340",17891.5674985022,10.534758501314,"1","1"
"341",19914.2917398335,12.3509326793011,"1","1"
"342",22681.9922839851,12.1914104068528,"1","0"
"343",18261.5318457104,9.99230604822847,"1","1"
"344",15544.4808667486,9.01653254043253,"1","1"
"345",22428.423979514,12.1346665948235,"1","0"
"346",21101.8278749584,10.281987862683,"1","0"
"347",24629.3882776589,10.6842907945874,"1","0"
"348",13270.076562087,7.47608021246494,"1","1"
"349",20349.2763555795,10.8009959914641,"1","0"
"350",25413.4475757707,12.9327943466042,"1","0"
"351",22896.6952027335,11.3733806243101,"1","0"
"352",16669.7886969432,10.1573703520374,"1","1"
"353",22930.1139470737,12.3320000930684,"1","0"
"354",16512.2925200111,9.77640961431101,"1","1"
"355",18186.4099550808,11.6034656403088,"1","1"
"356",24750.1371145163,13.3553628358969,"1","0"
"357",18839.4187528397,10.7772833625119,"1","1"
"358",23314.1845798617,11.9197308709384,"1","0"
"359",18835.0891648833,11.1696403001671,"1","1"
"360",13694.5503810084,8.78565883559837,"1","1"
"361",16604.7372122043,8.99725440212144,"1","1"
"362",15645.9205521712,10.9111955075307,"1","1"
"363",18062.8377155313,12.2424892427085,"1","1"
"364",18654.7551639617,10.8081141969749,"1","1"
"365",19386.5684373534,11.4014835652758,"1","1"
"366",19027.0110857006,10.9836653700007,"1","1"
"367",27568.8081664004,14.5426702042766,"1","0"
"368",14456.0066508583,8.50049911356506,"1","1"
"369",18340.7027971689,11.3999327757375,"1","1"
"370",21396.3261124273,9.23274437807996,"1","0"
"371",26513.7690632616,14.1221951459511,"1","0"
"372",20354.0875828545,10.1429326424073,"1","0"
"373",24956.6028336023,11.6638073177648,"1","0"
"374",13421.7778569852,8.5016001763083,"1","1"
"375",25785.4261015139,13.5730847641009,"1","0"
"376",17237.7593133393,10.4378226393668,"1","1"
"377",18894.2756581846,11.6377641237129,"1","1"
"378",15562.3249604023,9.91086299776692,"1","1"
"379",20535.4772657178,10.5283558974493,"1","0"
"380",27141.3562069262,14.0211109638798,"1","0"
"381",29688.6534210064,16.9997006708141,"1","0"
"382",15692.6843915264,9.64476486645428,"1","1"
"383",21943.7644416124,11.0031899043067,"1","0"
"384",25554.0869549772,14.1783266108572,"1","0"
"385",19217.3727308618,12.6633023099858,"1","1"
"386",19127.3008091752,11.2163262652512,"1","1"
"387",18780.8881818142,10.7640512610835,"1","1"
"388",22391.3308964458,10.8091895930843,"1","0"
"389",25589.717643263,12.4152639886253,"1","0"
"390",22750.4790449599,10.1433724828169,"1","0"
"391",21280.7520571879,10.961033589575,"1","0"
"392",18792.520296891,11.4666105031026,"1","1"
"393",21993.3947422318,11.6810929840184,"1","0"
"394",17801.852328333,10.9737674215681,"1","1"
"395",18882.973985451,11.9780013626731,"1","1"
"396",24386.0537724469,12.2286174999615,"1","0"
"397",21768.0523527152,10.212805070989,"1","0"
"398",20964.0651761045,11.1518221605659,"1","0"
"399",18977.5693785779,12.3256377839958,"1","1"
"400",23724.1316059395,10.7856001454985,"1","0"
"401",25339.6503415019,13.9852740823521,"1","0"
"402",16522.9129444982,8.72889475104724,"1","1"
"403",20221.9478186604,10.0109162166841,"1","0"
"404",20196.2676527677,9.70811624287824,"1","0"
"405",17686.5770865564,10.798797364611,"1","1"
"406",16005.045376016,10.7685019325639,"1","1"
"407",19990.2688799736,11.2925095475529,"1","1"
"408",22622.0475312519,11.3178274810971,"1","0"
"409",25907.3691159062,15.7718290597134,"1","0"
"410",12363.3888468831,6.40703043996293,"1","1"
"411",17190.2421067504,10.0829952386364,"1","1"
"412",18754.2791279523,11.5285724111677,"1","1"
"413",13347.3718773305,8.39323769895994,"1","1"
"414",16997.8662328308,10.0410721840055,"1","1"
"415",16890.592963274,10.1946409025296,"1","1"
"416",17109.7212005616,11.4396143680398,"1","1"
"417",11244.6616034117,6.78394003541197,"1","1"
"418",20853.6742011462,10.6469516216555,"1","0"
"419",17472.3082549807,11.075733903043,"1","1"
"420",26081.9647753287,14.0584203543568,"1","0"
"421",23183.8237976603,12.3013057561295,"1","0"
"422",14185.8817394688,8.79073594712702,"1","1"
"423",20393.5816840234,9.57208853984485,"1","0"
"424",17624.9160630674,10.8181475465226,"1","1"
"425",23553.1246745381,11.3181347498847,"1","0"
"426",20212.2816619947,10.1194394702499,"1","0"
"427",17771.9054966214,10.6706864695075,"1","1"
"428",21753.5881446909,10.8994482297623,"1","0"
"429",20610.4326345697,9.38548218443097,"1","0"
"430",19341.5296730017,11.6916726256669,"1","1"
"431",28079.5624859039,14.0596296541363,"1","0"
"432",17882.456454731,10.6913593349271,"1","1"
"433",18116.8521080638,11.6024631321888,"1","1"
"434",13816.2523039299,8.71557466261354,"1","1"
"435",19837.8931068193,12.9688571220019,"1","1"
"436",23561.4252218827,12.5346593960434,"1","0"
"437",11714.4485962831,7.31420738991514,"1","1"
"438",18999.7395197079,12.5342836042139,"1","1"
"439",15273.3982933867,10.3959154795301,"1","1"
"440",25767.7490600676,12.3398442787845,"1","0"
"441",25431.5821555154,14.0561584778535,"1","0"
"442",21338.0113893626,11.3846738650721,"1","0"
"443",25717.3523216009,14.2797385062167,"1","0"
"444",16530.7285964853,9.44440746699198,"1","1"
"445",23802.6068998875,14.3059658464019,"1","0"
"446",17659.9539654671,8.755118911716,"1","1"
"447",21283.8300901025,10.7114067508472,"1","0"
"448",18802.4159333404,11.6890814296874,"1","1"
"449",18885.8276668277,11.520365428963,"1","1"
"450",22184.4606333181,11.888397527329,"1","0"
"451",14784.7153854205,9.21697676417389,"1","1"
"452",18996.3421398302,11.071975974423,"1","1"
"453",20684.0294948716,11.5024482781818,"1","0"
"454",18386.13008501,11.0937463127102,"1","1"
"455",20418.6377633429,10.6741162459689,"1","0"
"456",18724.476853064,10.9960587392108,"1","1"
"457",26473.3757435337,13.0686750712234,"1","0"
"458",22856.7544059545,11.1813307213206,"1","0"
"459",31863.461479333,16.5052415521889,"1","0"
"460",16819.6895817632,10.8078372278889,"1","1"
"461",23257.4636587197,10.6462852376338,"1","0"
"462",28392.1232405215,14.3523324562115,"1","0"
"463",21203.9202206103,10.6786667434642,"1","0"
"464",15667.6994326431,8.24915384501151,"1","1"
"465",15974.7099927869,9.43363958552014,"1","1"
"466",19858.3417403296,11.9923375631624,"1","1"
"467",25236.4974434137,14.3166124523809,"1","0"
"468",23001.6019465869,11.5612188051805,"1","0"
"469",11446.5266895503,6.62681633964813,"1","1"
"470",17198.5835645335,10.0580270390994,"1","1"
"471",19963.7740988281,12.6756167734923,"1","1"
"472",14167.4660510209,8.47187757749233,"1","1"
"473",22778.1185859795,11.1838903641585,"1","0"
"474",10154.658099254,6.03061421901955,"1","1"
"475",20573.1590561618,11.1467761285013,"1","0"
"476",18435.1115234918,12.6543352716219,"1","1"
"477",18035.3436575437,10.5904305815921,"1","1"
"478",18865.4101901918,11.6477014929672,"1","1"
"479",21259.1792188314,10.4225373013952,"1","0"
"480",21585.306311756,12.440273292516,"1","0"
"481",19097.5851558562,12.2595926259286,"1","1"
"482",12300.1982786378,6.11955849373386,"1","1"
"483",14243.0828067121,8.42424540706619,"1","1"
"484",14121.3689041104,6.82136359464983,"1","1"
"485",23047.4537875677,11.7269512499275,"1","0"
"486",19025.5400725149,12.3082288916261,"1","1"
"487",21078.706429672,9.8413349621686,"1","0"
"488",13764.2899161767,7.43166017642431,"1","1"
"489",17857.6479732147,12.041812195603,"1","1"
"490",22249.807892694,10.5072022973235,"1","0"
"491",19286.6955063203,12.6367794523999,"1","1"
"492",19539.4560551894,12.222365559912,"1","1"
"493",19711.7541115745,12.8768370712454,"1","1"
"494",24843.6392277052,13.7767262102431,"1","0"
"495",17540.4123968012,11.7509806350326,"1","1"
"496",22704.5058332588,12.6229968395887,"1","0"
"497",23594.3984221502,12.3940695320783,"1","0"
"498",15242.7283859159,9.53858121212835,"1","1"
"499",20485.035399276,9.42613566343644,"1","0"
"500",19955.1132554784,11.3076692888436,"1","1"
"501",24116.562877255,11.9717125483706,"2","0"
"502",23659.0994708785,12.0739964309647,"2","0"
"503",19990.1749332817,11.5127082898626,"2","1"
"504",20544.0382096549,10.935159633232,"2","0"
"505",17119.3858202275,9.90082359141416,"2","1"
"506",19207.5026797951,12.1216070468977,"2","1"
"507",15883.1647758069,10.5077415611279,"2","1"
"508",16132.1764165895,8.97398712292641,"2","1"
"509",15116.7476443236,10.1605617776762,"2","1"
"510",23344.8308157793,10.2410418768968,"2","0"
"511",24459.8871939816,12.883381986926,"2","0"
"512",18348.2205882916,12.5546354191303,"2","1"
"513",15484.0904079727,10.0027756085404,"2","1"
"514",19648.2746728918,12.8655310668044,"2","1"
"515",28967.6147732505,15.0799112596251,"2","0"
"516",28165.252683002,15.2927905046469,"2","0"
"517",13120.7986531142,8.99865371028529,"2","1"
"518",18572.3733755105,10.3575804309616,"2","1"
"519",26133.1219686492,14.5948314846274,"2","0"
"520",19847.0236135591,11.0775344675744,"2","1"
"521",26389.6529693057,13.4882735068101,"2","0"
"522",18665.6584267605,13.6636449611713,"2","1"
"523",22419.9436956615,11.8378449102453,"2","0"
"524",20896.964957001,10.3909077179842,"2","0"
"525",32916.2779819202,18.9423021663195,"2","0"
"526",23681.8102670901,11.998022140016,"2","0"
"527",15173.8437231363,9.86606185860833,"2","1"
"528",17584.4753233469,10.5578502523731,"2","1"
"529",21480.9411384882,8.89271182204601,"2","0"
"530",12395.9974132816,8.03064686566704,"2","1"
"531",12782.360220147,7.46008513156245,"2","1"
"532",15512.7095745791,9.09232427433951,"2","1"
"533",18608.2815737634,11.4754295810822,"2","1"
"534",24955.6085945279,14.1352159950661,"2","0"
"535",18903.2097405909,11.8970119771201,"2","1"
"536",20649.5228622328,11.0089171586308,"2","0"
"537",19741.5723609877,12.6881048900248,"2","1"
"538",17179.0516118994,10.6746807709968,"2","1"
"539",25448.789075004,13.8801725301138,"2","0"
"540",15613.9472476667,9.51255333256242,"2","1"
"541",19086.2659258124,10.7400315628434,"2","1"
"542",18608.6876775589,11.7583222752618,"2","1"
"543",22128.5144780269,9.35261081063753,"2","0"
"544",26428.9382490447,13.102606811985,"2","0"
"545",22055.2581044664,11.1358204356382,"2","0"
"546",25529.4926422921,13.2295531374444,"2","0"
"547",23052.3881941996,11.4574141505929,"2","0"
"548",17501.6618214636,11.602702374843,"2","1"
"549",20326.1752017159,9.2351892919499,"2","0"
"550",25504.3164454591,11.1629560364872,"2","0"
"551",13754.9368553718,9.12169063562763,"2","1"
"552",21299.0826423788,10.7525170449526,"2","0"
"553",19372.838732191,11.8544896777079,"2","1"
"554",23511.1354429374,11.7682160723434,"2","0"
"555",23000.6663007226,10.3757390280637,"2","0"
"556",21204.2136153713,9.87085078427405,"2","0"
"557",25971.2444689172,14.0730910977506,"2","0"
"558",13898.0247993212,8.58382553921691,"2","1"
"559",23642.8702339441,10.9959104323109,"2","0"
"560",13681.8718885698,8.92680681080308,"2","1"
"561",22350.8650284743,12.0247285579172,"2","0"
"562",20358.5691840029,10.0220417868736,"2","0"
