"id","district","treatment","pre_tax","post_tax","change"
201,"Snake Lounge",0,611.860614340273,631.739033938718,19.8784195984442
202,"Snake Lounge",0,562.066579615035,570.623807205991,8.55722759095522
203,"Snake Lounge",0,687.698769103819,702.950932956465,15.2521638526455
204,"Snake Lounge",0,820.930886344896,816.12804220521,-4.80284413968593
205,"Snake Lounge",0,225.470760263922,243.506032461545,18.0352721976232
206,"Snake Lounge",0,339.371665155934,367.103296038786,27.7316308828519
207,"Snake Lounge",0,406.126790785982,421.367518712983,15.240727927001
208,"Snake Lounge",0,353.891632688421,364.611219024614,10.7195863361925
209,"Snake Lounge",0,415.138441528626,418.128864728982,2.99042320035585
210,"Snake Lounge",0,484.193304848524,492.863952370119,8.67064752159439
211,"Snake Lounge",0,251.816692389002,280.368857771174,28.5521653821721
212,"Snake Lounge",0,817.545825047473,829.106928712965,11.5611036654925
213,"Snake Lounge",0,528.166211732832,536.907311716609,8.74109998377662
214,"Snake Lounge",0,499.383784924163,528.058216497697,28.6744315735339
215,"Snake Lounge",0,586.342946240689,583.346013488552,-2.99693275213724
216,"Snake Lounge",0,517.612277917695,529.46741713136,11.8551392136652
217,"Snake Lounge",0,562.186794456614,577.925775858023,15.7389814014099
218,"Snake Lounge",0,733.518113532814,741.525050927294,8.00693739447934
219,"Snake Lounge",0,479.445468486184,487.452874563281,8.00740607709662
220,"Snake Lounge",0,319.459669386166,337.589066792008,18.1293974058413
221,"Snake Lounge",0,569.85018356651,591.001885274872,21.1517017083612
222,"Snake Lounge",0,459.273068970636,475.871231053714,16.5981620830779
223,"Snake Lounge",0,353.73058599656,368.276107761203,14.5455217646432
224,"Snake Lounge",0,351.780319896924,358.29679081557,6.5164709186455
225,"Snake Lounge",0,576.254885490004,597.300282222429,21.0453967324254
226,"Snake Lounge",0,485.897264835951,491.557318177353,5.66005334140232
227,"Snake Lounge",0,589.350159297204,603.121530414578,13.7713711173735
228,"Snake Lounge",0,476.845208404112,496.83691688622,19.9917084821082
229,"Snake Lounge",0,333.224486126734,337.758280101211,4.53379397447657
230,"Snake Lounge",0,699.535490611808,716.977146882583,17.4416562707756
231,"Snake Lounge",0,471.23544273329,483.836963650776,12.6015209174858
232,"Snake Lounge",0,654.192799381279,678.117876304298,23.925076923019
233,"Snake Lounge",0,531.762635483659,561.985549658035,30.222914174376
234,"Snake Lounge",0,442.082585543675,443.602807475122,1.52022193144688
235,"Snake Lounge",0,391.597290727023,413.801481352008,22.2041906249852
236,"Snake Lounge",0,453.355188780371,468.703042719834,15.3478539394629
237,"Snake Lounge",0,714.306051798757,729.942938177718,15.6368863789608
238,"Snake Lounge",0,508.585294805238,534.568516322309,25.9832215170708
239,"Snake Lounge",0,548.633877665518,568.903452854508,20.2695751889904
240,"Snake Lounge",0,370.644243820412,385.069960036829,14.4257162164175
241,"Snake Lounge",0,322.617408523564,334.678270186739,12.060861663175
242,"Snake Lounge",0,661.710336283227,673.621471152972,11.911134869745
243,"Snake Lounge",0,700.772249689334,714.928974132297,14.1567244429626
244,"Snake Lounge",0,699.329553321514,706.712223733667,7.38267041215261
245,"Snake Lounge",0,304.904442571201,331.962363963961,27.0579213927605
246,"Snake Lounge",0,819.494104045459,839.867862774638,20.3737587291791
247,"Snake Lounge",0,584.530924469931,606.222649038123,21.6917245681916
248,"Snake Lounge",0,507.992380379261,524.712555492594,16.7201751133329
249,"Snake Lounge",0,617.541166819739,634.618121383428,17.0769545636884
250,"Snake Lounge",0,366.29221562722,382.583286169031,16.2910705418101
251,"Snake Lounge",0,347.576563766171,374.779476837333,27.2029130711617
252,"Snake Lounge",0,519.35756764064,530.473153438292,11.1155857976522
253,"Snake Lounge",0,402.225621516333,406.36997660861,4.1443550922769
254,"Snake Lounge",0,540.502849783962,561.627586801031,21.1247370170687
255,"Snake Lounge",0,706.6558849407,729.812338419871,23.1564534791706
256,"Snake Lounge",0,356.918941555287,358.622826539991,1.70388498470334
257,"Snake Lounge",0,401.23388686804,424.827964801161,23.5940779331208
258,"Snake Lounge",0,518.984590917629,529.860984834217,10.8763939165875
259,"Snake Lounge",0,279.360582026084,292.474603876162,13.114021850078
260,"Snake Lounge",0,454.507406017058,475.562424690748,21.0550186736895
261,"Snake Lounge",0,642.91331175071,657.584481994157,14.6711702434472
262,"Snake Lounge",0,657.431752095518,687.804096232453,30.3723441369358
263,"Snake Lounge",0,569.576999754064,594.917088400517,25.3400886464528
264,"Snake Lounge",0,234.26665053988,234.844762201567,0.578111661686421
265,"Snake Lounge",0,423.900489476075,441.702818820749,17.8023293446739
266,"Snake Lounge",0,671.715982150743,688.699552171697,16.9835700209542
267,"Snake Lounge",0,633.979255611741,643.138306573167,9.15905096142637
268,"Snake Lounge",0,483.377528884358,519.119157444185,35.7416285598275
269,"Snake Lounge",0,107.010528715445,97.4059410038608,-9.6045877115838
270,"Snake Lounge",0,521.144995820168,527.143044321,5.99804850083217
271,"Snake Lounge",0,518.062754622537,541.710888944425,23.6481343218881
272,"Snake Lounge",0,518.870536958765,522.221477954977,3.35094099621222
273,"Snake Lounge",0,535.611881026381,537.744881904765,2.13300087838411
274,"Snake Lounge",0,576.734805930316,582.31416159512,5.57935566480467
275,"Snake Lounge",0,452.517539592468,463.404664736045,10.887125143577
276,"Snake Lounge",0,708.496733862732,715.983691405222,7.48695754248945
277,"Snake Lounge",0,502.559009981091,521.50933593211,18.950325951019
278,"Snake Lounge",0,325.59945941381,324.074657556396,-1.52480185741337
279,"Snake Lounge",0,719.23631845783,754.382382458974,35.1460640011437
280,"Snake Lounge",0,692.668840551474,711.624076904756,18.9552363532828
281,"Snake Lounge",0,635.611094552282,651.037563235286,15.4264686830044
282,"Snake Lounge",0,262.605589672161,265.10327512851,2.49768545634964
283,"Snake Lounge",0,346.604048459178,368.975855656389,22.3718071972114
284,"Snake Lounge",0,607.327072593429,622.658012599591,15.3309400061625
285,"Snake Lounge",0,518.558301136679,529.324902626941,10.7666014902625
286,"Snake Lounge",0,564.201845549196,577.963805787607,13.7619602384106
287,"Snake Lounge",0,880.939032330562,889.55777774037,8.61874540980739
288,"Snake Lounge",0,389.24295134005,391.227443110294,1.98449177024401
289,"Snake Lounge",0,265.01998276063,284.05691288695,19.0369301263209
290,"Snake Lounge",0,553.054290864562,585.360198968654,32.3059081040922
291,"Snake Lounge",0,608.860473813488,628.733663695456,19.8731898819678
292,"Snake Lounge",0,578.90615794428,586.570751984204,7.66459403992462
293,"Snake Lounge",0,390.14229143141,383.985952030432,-6.15633940097837
294,"Snake Lounge",0,843.80832205027,867.83268408866,24.0243620383901
295,"Snake Lounge",0,413.444104263386,416.157650103722,2.71354584033617
296,"Snake Lounge",0,440.399674095492,457.91305150571,17.5133774102176
297,"Snake Lounge",0,487.060776277009,506.271617236631,19.2108409596227
298,"Snake Lounge",0,641.384507543965,660.322119978617,18.9376124346521
299,"Snake Lounge",0,526.601072780423,547.341778817105,20.7407060366827
300,"Snake Lounge",0,268.157489118307,290.042780928758,21.8852918104512
301,"Snake Lounge",0,1131.30688482603,1135.14696425165,3.84007942561402
302,"Snake Lounge",0,626.036325149308,627.916373004775,1.8800478554665
303,"Snake Lounge",0,517.848636930884,513.405887693151,-4.44274923773332
304,"Snake Lounge",0,622.260821242166,635.636053582969,13.3752323408025
305,"Snake Lounge",0,490.02910595017,515.30132472985,25.2722187796802
306,"Snake Lounge",0,503.316899692808,528.772535919048,25.4556362262399
307,"Snake Lounge",0,504.35541991568,512.070908686272,7.71548877059229
308,"Snake Lounge",0,660.94154551636,673.010591613241,12.0690460968807
309,"Snake Lounge",0,325.040675295194,323.620774651889,-1.41990064330463
310,"Snake Lounge",0,506.976871273159,504.603059613454,-2.37381165970487
311,"Snake Lounge",0,501.355672812501,506.232887514208,4.8772147017076
312,"Snake Lounge",0,398.161901940357,419.88643759568,21.7245356553227
313,"Snake Lounge",0,276.846095859127,287.926953764508,11.0808579053809
314,"Snake Lounge",0,417.390206904377,444.439407815363,27.0492009109863
315,"Snake Lounge",0,600.021158001949,618.563907879099,18.5427498771494
316,"Snake Lounge",0,449.551601572452,485.498370639224,35.9467690667718
317,"Snake Lounge",0,394.266828574202,397.202444871,2.93561629679846
318,"Snake Lounge",0,536.512447922915,535.910088151454,-0.602359771460897
319,"Snake Lounge",0,246.492864733598,268.226892242666,21.7340275090688
320,"Snake Lounge",0,668.881066435501,679.613590220639,10.7325237851384
321,"Snake Lounge",0,439.310687567194,442.613913237729,3.30322567053565
322,"Snake Lounge",0,540.3693217521,539.698262451998,-0.671059300101774
323,"Snake Lounge",0,519.650949736246,526.484058290389,6.83310855414311
324,"Snake Lounge",0,511.963899667034,526.378363524762,14.414463857728
325,"Snake Lounge",0,853.40730636643,876.887278829092,23.4799724626622
326,"Snake Lounge",0,388.200806433508,408.414217600789,20.2134111672812
327,"Snake Lounge",0,683.820567834198,698.010766204052,14.1901983698539
328,"Snake Lounge",0,516.735978132986,532.41302034776,15.6770422147737
329,"Snake Lounge",0,386.719129203992,397.844585110943,11.1254559069514
330,"Snake Lounge",0,501.685452647523,516.513165394295,14.8277127467722
331,"Snake Lounge",0,544.01575305187,567.881924120891,23.8661710690214
332,"Snake Lounge",0,448.172189840809,454.004506753311,5.83231691250177
333,"Snake Lounge",0,396.187664720982,398.680213848171,2.49254912718914
334,"Snake Lounge",0,534.914616012184,541.909784032387,6.99516802020241
335,"Snake Lounge",0,660.28952677682,672.678001379369,12.3884746025486
336,"Snake Lounge",0,500.981249799174,515.096390688555,14.1151408893811
337,"Snake Lounge",0,223.946016966039,244.051229859752,20.1052128937129
338,"Snake Lounge",0,315.998614343696,319.886977637972,3.88836329427613
339,"Snake Lounge",0,396.740701238309,408.924883452749,12.1841822144399
340,"Snake Lounge",0,432.933781193831,439.733262029549,6.79948083571799
341,"Snake Lounge",0,508.785940243756,513.332625940314,4.54668569655729
342,"Snake Lounge",0,612.574710649442,647.037409696479,34.4626990470371
343,"Snake Lounge",0,366.807444214139,375.908617148485,9.10117293434615
344,"Snake Lounge",0,344.918032503073,366.654291359965,21.7362588568917
345,"Snake Lounge",0,603.065899231775,602.32381802135,-0.742081210424999
346,"Snake Lounge",0,553.318545310939,576.929226775569,23.6106814646304
347,"Snake Lounge",0,685.60206041221,683.085852344439,-2.516208067771
348,"Snake Lounge",0,259.627871078262,294.820644551161,35.192773472899
349,"Snake Lounge",0,645.097863334231,656.687472679429,11.5896093451977
350,"Snake Lounge",0,715.0042840914,730.569651630203,15.5653675388031
351,"Snake Lounge",0,620.626070102505,648.315090402913,27.6890203004078
352,"Snake Lounge",0,387.117076135368,412.683884582031,25.5668084466627
353,"Snake Lounge",0,621.879273015262,626.449728735993,4.57045572073093
354,"Snake Lounge",0,381.210969500418,388.549053427182,7.33808392676428
355,"Snake Lounge",0,363.990373315531,387.490735648677,23.5003623331456
356,"Snake Lounge",0,690.130141794362,698.770671532637,8.64052973827495
357,"Snake Lounge",0,468.478203231488,478.203457172036,9.72525394054793
358,"Snake Lounge",0,636.281921744815,647.52520949752,11.2432877527041
359,"Snake Lounge",0,468.315843683125,458.204405879073,-10.1114378040515
360,"Snake Lounge",0,275.545639287814,298.663154296396,23.1175150085816
361,"Snake Lounge",0,454.677645457662,472.422658129607,17.7450126719451
362,"Snake Lounge",0,348.722020706421,365.834849641851,17.11282893543
363,"Snake Lounge",0,439.356414332424,466.196029933549,26.8396156011253
364,"Snake Lounge",0,461.553318648564,460.586832596653,-0.966486051911431
365,"Snake Lounge",0,488.996316400753,516.040980464892,27.0446640641387
366,"Snake Lounge",0,475.512915713773,496.44557790923,20.9326621954569
367,"Snake Lounge",0,715.830306240017,750.741468408332,34.9111621683156
368,"Snake Lounge",0,304.100249407187,325.091019814188,20.9907704070013
369,"Snake Lounge",0,449.776354893833,454.230383945708,4.45402905187535
370,"Snake Lounge",0,564.362229216025,561.136165366931,-3.22606384909375
371,"Snake Lounge",0,756.266339872311,763.966170792501,7.69983092018992
372,"Snake Lounge",0,525.278284357042,540.138129538606,14.8598451815635
373,"Snake Lounge",0,617.872606260084,621.775509946388,3.90290368630326
374,"Snake Lounge",0,265.316669636944,267.980631707163,2.66396207021921
375,"Snake Lounge",0,728.953478806772,753.271894609299,24.3184158025272
376,"Snake Lounge",0,408.415974250223,426.208104679901,17.7921304296786
377,"Snake Lounge",0,470.535337181922,486.159070126687,15.6237329447652
378,"Snake Lounge",0,345.587186015084,355.062716342584,9.4755303275
379,"Snake Lounge",0,452.080397464418,473.156950809446,21.0765533450287
380,"Snake Lounge",0,779.800857759733,820.958625438262,41.1577676785294
381,"Snake Lounge",0,875.324503287738,859.513621680866,-15.8108816068722
382,"Snake Lounge",0,350.475664682238,361.861786724543,11.386122042305
383,"Snake Lounge",0,584.891166560465,606.549233216516,21.6580666560508
384,"Snake Lounge",0,720.278260811644,734.765423159961,14.4871623483172
385,"Snake Lounge",0,402.651477407318,421.379203221477,18.7277258141588
386,"Snake Lounge",0,479.273780344068,481.045459337571,1.77167899350229
387,"Snake Lounge",0,466.283306818033,478.333822061583,12.05051524355
388,"Snake Lounge",0,601.674908616716,600.907671565196,-0.767237051520851
389,"Snake Lounge",0,721.614411622364,734.947194860105,13.3327832377413
390,"Snake Lounge",0,615.142964185995,627.96435009335,12.8213859073554
391,"Snake Lounge",0,480.028202144545,497.040627869669,17.0124257251242
392,"Snake Lounge",0,466.719511133411,491.352790380256,24.6332792468455
393,"Snake Lounge",0,586.752302833692,593.46194283817,6.70964000447805
394,"Snake Lounge",0,429.569462312487,460.003668833246,30.4342065207596
395,"Snake Lounge",0,470.111524454414,503.043932026217,32.9324075718035
396,"Snake Lounge",0,676.47701646676,681.630041317117,5.15302485035716
397,"Snake Lounge",0,648.301963226822,654.555499916128,6.25353668930643
398,"Snake Lounge",0,548.152444103917,559.748489879013,11.5960457750964
